phase,signature_file,artifact,resolved_path,exists,expected_sha256,actual_sha256,hash_matches,superseded_preflight,effective_pass
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/citation_insertion_plan.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\citation_insertion_plan.csv,True,5eccdca44ee17236a3d54f08878375a38154c73a9a260201215d11a5159a53c7,5eccdca44ee17236a3d54f08878375a38154c73a9a260201215d11a5159a53c7,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/comparability_audit.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\comparability_audit.csv,True,26511f89ba487eb0065b927d7cd9bcc3beb32ee48619e8a41670936fc498ad2e,26511f89ba487eb0065b927d7cd9bcc3beb32ee48619e8a41670936fc498ad2e,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/configuration.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\configuration.json,True,5344b51ffc5a7792ff29fb071af73c46dbb691a6a917a681e7cb7e2ded5c4d53,5344b51ffc5a7792ff29fb071af73c46dbb691a6a917a681e7cb7e2ded5c4d53,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/expanded_references.bib,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\expanded_references.bib,True,0774e5f2a085f9ffb7ffbdc70dae2b0ea1fcd711ca58563522283f7b99328f93,0774e5f2a085f9ffb7ffbdc70dae2b0ea1fcd711ca58563522283f7b99328f93,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/expected_vs_actual.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\expected_vs_actual.csv,True,30091e7442767c74f577b9669d7e1fd382c24cf73a6f9463deb5fd9996709780,30091e7442767c74f577b9669d7e1fd382c24cf73a6f9463deb5fd9996709780,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/gate_result.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\gate_result.json,True,1ce2fb1db620c3ef9b984c451fcc276e4ea1f331510606067247671d0d518d8e,1ce2fb1db620c3ef9b984c451fcc276e4ea1f331510606067247671d0d518d8e,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/literature_comparison_matrix.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\literature_comparison_matrix.csv,True,01990aaff25a7fdf7b6de58864bebfcd91301d3aff6e904e59482b2fe6d88358,01990aaff25a7fdf7b6de58864bebfcd91301d3aff6e904e59482b2fe6d88358,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/literature_evidence_map.png,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\literature_evidence_map.png,True,dba6ad0d7a2432ca6e0d96a91ca104caaabe0e828fa56700463c98ae300da0b6,dba6ad0d7a2432ca6e0d96a91ca104caaabe0e828fa56700463c98ae300da0b6,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/primary_literature_evidence.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\primary_literature_evidence.csv,True,b45f2cacbc31a7f3550613da78aa97d7d305f93665889608d9ddd453a27929c6,b45f2cacbc31a7f3550613da78aa97d7d305f93665889608d9ddd453a27929c6,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/provenance.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\provenance.json,True,2182cb312b98c52ff3decd2bc34d3ae603d3ad81995588d88096d4ca254e502d,2182cb312b98c52ff3decd2bc34d3ae603d3ad81995588d88096d4ca254e502d,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/related_work_theme_matrix.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\related_work_theme_matrix.csv,True,8366ca8cb657865428103f5c136a92578e2f862277595d25159b19f196322e3a,8366ca8cb657865428103f5c136a92578e2f862277595d25159b19f196322e3a,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/search_provenance.md,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\search_provenance.md,True,a0dbdcf893731e71183e88498b1aba8296921205951d3274093dc57818e49fab,a0dbdcf893731e71183e88498b1aba8296921205951d3274093dc57818e49fab,True,False,True
step_10_related_work_evidence_and_comparability,step_10_signature.json,step_10_related_work_evidence_and_comparability/outputs/source_snapshot.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_10_related_work_evidence_and_comparability\outputs\source_snapshot.json,True,ba798c47591a0a08aafcb37c8624c6e827d594d93e23d834d64a445d35e39e3a,ba798c47591a0a08aafcb37c8624c6e827d594d93e23d834d64a445d35e39e3a,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/MANUAL_OWNER_ACTIONS.md,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\MANUAL_OWNER_ACTIONS.md,True,f45ab8b059ed1369688cd870096ff94a9e6d032eaef774524f1a06aea57c1f71,f45ab8b059ed1369688cd870096ff94a9e6d032eaef774524f1a06aea57c1f71,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/OWNER_CONFIRMED_DECLARATIONS.md,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\OWNER_CONFIRMED_DECLARATIONS.md,True,7bf36cf44ba7880d2a5d20eb4d9854d96fb84dd9201d0479194dcab6004efca4,7bf36cf44ba7880d2a5d20eb4d9854d96fb84dd9201d0479194dcab6004efca4,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/SELECTED_VENUE_FINALIZATION_HANDOFF.md,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\SELECTED_VENUE_FINALIZATION_HANDOFF.md,True,a085248c786da2ab66b3f0a59006eafb9c29fa53ee5ab9f4a4c12e53e6e147fa,a085248c786da2ab66b3f0a59006eafb9c29fa53ee5ab9f4a4c12e53e6e147fa,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/configuration.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\configuration.json,True,b1c28af7da4def588b87f3ef6fcc29cf3cd55080e7b8248048f36507bd026fce,b1c28af7da4def588b87f3ef6fcc29cf3cd55080e7b8248048f36507bd026fce,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/expected_vs_actual.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\expected_vs_actual.csv,True,4e250bc1616a569ca7e75bc7f9e8cc7fb9b0ba752bd4db02ae2e4045c8040f84,4e250bc1616a569ca7e75bc7f9e8cc7fb9b0ba752bd4db02ae2e4045c8040f84,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/gate_result.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\gate_result.json,True,08312184e8c554b29d40d193d4b89ac5ed92e7563951fff5259ee2663551c38b,08312184e8c554b29d40d193d4b89ac5ed92e7563951fff5259ee2663551c38b,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/input_verification.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\input_verification.csv,True,377a8f5689f09f2679eff7fafc6c01364764b442c6c1f6e3e3d78135228fd977,377a8f5689f09f2679eff7fafc6c01364764b442c6c1f6e3e3d78135228fd977,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/owner_input_status.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\owner_input_status.csv,True,522dd9bf5aa1fe78c290026ba2623429d989c7361ec1e43078c3f85ac42f3b19,522dd9bf5aa1fe78c290026ba2623429d989c7361ec1e43078c3f85ac42f3b19,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/owner_input_template.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\owner_input_template.csv,True,e0525fd7016a5f325e6f78c2a6aeaed82f401f34f9a98413f9157bc596bce4e1,e0525fd7016a5f325e6f78c2a6aeaed82f401f34f9a98413f9157bc596bce4e1,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/owner_submission_gate_dashboard.png,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\owner_submission_gate_dashboard.png,True,05c69795c6a25ddfb8a1eb0c110de7a67439b46948219979da8c956f468249e2,05c69795c6a25ddfb8a1eb0c110de7a67439b46948219979da8c956f468249e2,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/provenance.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\provenance.json,True,1a19f7ecbf8127acffecbc2fb6d63dcd9bd6d767290fa5dc0d11a24669958a22,1a19f7ecbf8127acffecbc2fb6d63dcd9bd6d767290fa5dc0d11a24669958a22,True,False,True
step_11_owner_submission_gate_and_finalization_handoff,step_11_signature.json,step_11_owner_submission_gate_and_finalization_handoff/outputs/submission_blockers.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_11_owner_submission_gate_and_finalization_handoff\outputs\submission_blockers.csv,True,95470a0b3642f7365353aacfe7ec4b363495b4c4bb6d0647578119aaf5e17270,95470a0b3642f7365353aacfe7ec4b363495b4c4bb6d0647578119aaf5e17270,True,False,True
step_12_public_external_dataset_audit_and_acquisition_plan,step_12_signature.json,step_12_public_external_dataset_audit_and_acquisition_plan/outputs/PUBLIC_EXTERNAL_DATA_ACQUISITION_PLAN.md,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_12_public_external_dataset_audit_and_acquisition_plan\outputs\PUBLIC_EXTERNAL_DATA_ACQUISITION_PLAN.md,True,c82c2631ec6f14536e4768b11e1d5bd491f50fb6745eb7143677a2c8996c0783,c82c2631ec6f14536e4768b11e1d5bd491f50fb6745eb7143677a2c8996c0783,True,False,True
step_12_public_external_dataset_audit_and_acquisition_plan,step_12_signature.json,step_12_public_external_dataset_audit_and_acquisition_plan/outputs/configuration.json,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_12_public_external_dataset_audit_and_acquisition_plan\outputs\configuration.json,True,40682b5baaed3e237885d252675efdc199dd39628682c86876489081f9b54d90,40682b5baaed3e237885d252675efdc199dd39628682c86876489081f9b54d90,True,False,True
step_12_public_external_dataset_audit_and_acquisition_plan,step_12_signature.json,step_12_public_external_dataset_audit_and_acquisition_plan/outputs/dataset_compatibility_and_priority.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_12_public_external_dataset_audit_and_acquisition_plan\outputs\dataset_compatibility_and_priority.csv,True,6cd5f21612164af89552edf8499850fe102bc46a7afefc2fbd6afdcf49dcfcb7,6cd5f21612164af89552edf8499850fe102bc46a7afefc2fbd6afdcf49dcfcb7,True,False,True
step_12_public_external_dataset_audit_and_acquisition_plan,step_12_signature.json,step_12_public_external_dataset_audit_and_acquisition_plan/outputs/download_manifest_template.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_12_public_external_dataset_audit_and_acquisition_plan\outputs\download_manifest_template.csv,True,4adce3a054bbd8f212fb3f98cbebe38adfce0cf6b7a932faae0a6c5345ef18ec,4adce3a054bbd8f212fb3f98cbebe38adfce0cf6b7a932faae0a6c5345ef18ec,True,False,True
step_12_public_external_dataset_audit_and_acquisition_plan,step_12_signature.json,step_12_public_external_dataset_audit_and_acquisition_plan/outputs/expected_vs_actual.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_12_public_external_dataset_audit_and_acquisition_plan\outputs\expected_vs_actual.csv,True,83af2cd18bd619885f5d907c6d8d48b33f41a4db39e6cee6942c1ccf3e89dfdb,83af2cd18bd619885f5d907c6d8d48b33f41a4db39e6cee6942c1ccf3e89dfdb,True,False,True
step_12_public_external_dataset_audit_and_acquisition_plan,step_12_signature.json,step_12_public_external_dataset_audit_and_acquisition_plan/outputs/external_dataset_ingestion_qc_contract.csv,D:\DATA SCIENCE AND ANALYTICS\PROJECTS\Liver\mark 1 (part 2)\step_12_public_external_dataset_audit_and_acquisition_plan\outputs\external_dataset_ingestion_qc_contract.csv,True,4ad90331d688a56ff5790717436e5852b981cf258b5958f778428472237c23d4,4ad90331d688a56ff5790717436e5852b981cf258b5958f778428472237c23d4,True,False,True
